concept,category,question,label,predicted,correct
gong,vehicle,Is a gong a vehicle? Answer only in yes or no.,No,yes,False
goose,bird,Is a goose a bird? Answer only in yes or no.,Yes,yes,True
goose,women's clothing,Is a goose a women's clothing? Answer only in yes or no.,No,yes,False
goose,food,Is a goose a food? Answer only in yes or no.,Yes,yes,True
goose,office supply,Is a goose an office supply? Answer only in yes or no.,No,yes,False
goose,animal,Is a goose an animal? Answer only in yes or no.,Yes,yes,True
goose,personal hygiene item,Is a goose a personal hygiene item? Answer only in yes or no.,No,yes,False
goose,farm animal,Is a goose a farm animal? Answer only in yes or no.,Yes,yes,True
goose,outerwear,Is a goose an outerwear? Answer only in yes or no.,No,yes,False
gopher,mammal,Is a gopher a mammal? Answer only in yes or no.,Yes,yes,True
gopher,scientific equipment,Is a gopher a scientific equipment? Answer only in yes or no.,No,yes,False
gopher,animal,Is a gopher an animal? Answer only in yes or no.,Yes,yes,True
gopher,clothing accessory,Is a gopher a clothing accessory? Answer only in yes or no.,No,yes,False
gorilla,mammal,Is a gorilla a mammal? Answer only in yes or no.,Yes,yes,True
gorilla,safety equipment,Is a gorilla a safety equipment? Answer only in yes or no.,No,yes,False
gorilla,animal,Is a gorilla an animal? Answer only in yes or no.,Yes,yes,True
gorilla,garden tool,Is a gorilla a garden tool? Answer only in yes or no.,No,yes,False
gourd,vegetable,Is a gourd a vegetable? Answer only in yes or no.,Yes,yes,True
gourd,footwear,Is a gourd a footwear? Answer only in yes or no.,No,yes,False
gourd,home decor,Is a gourd a home decor? Answer only in yes or no.,Yes,yes,True
gourd,footwear,Is a gourd a footwear? Answer only in yes or no.,No,yes,False
grain,food,Is a grain a food? Answer only in yes or no.,Yes,yes,True
grain,furniture,Is a grain a furniture? Answer only in yes or no.,No,yes,False
granola,food,Is a granola a food? Answer only in yes or no.,Yes,yes,True
granola,mammal,Is a granola a mammal? Answer only in yes or no.,No,yes,False
granola,breakfast food,Is a granola a breakfast food? Answer only in yes or no.,Yes,yes,True
granola,school supply,Is a granola a school supply? Answer only in yes or no.,No,yes,False
grape,food,Is a grape a food? Answer only in yes or no.,Yes,yes,True
grape,tool,Is a grape a tool? Answer only in yes or no.,No,yes,False
grape,fruit,Is a grape a fruit? Answer only in yes or no.,Yes,yes,True
grape,scientific equipment,Is a grape a scientific equipment? Answer only in yes or no.,No,yes,False
grapefruit,food,Is a grapefruit a food? Answer only in yes or no.,Yes,yes,True
grapefruit,toy,Is a grapefruit a toy? Answer only in yes or no.,No,yes,False
grapefruit,fruit,Is a grapefruit a fruit? Answer only in yes or no.,Yes,yes,True
grapefruit,home decor,Is a grapefruit a home decor? Answer only in yes or no.,No,yes,False
grass,plant,Is a grass a plant? Answer only in yes or no.,Yes,yes,True
grass,school supply,Is a grass a school supply? Answer only in yes or no.,No,yes,False
grasshopper,insect,Is a grasshopper an insect? Answer only in yes or no.,Yes,yes,True
grasshopper,women's clothing,Is a grasshopper a women's clothing? Answer only in yes or no.,No,yes,False
grasshopper,animal,Is a grasshopper an animal? Answer only in yes or no.,Yes,yes,True
grasshopper,women's clothing,Is a grasshopper a women's clothing? Answer only in yes or no.,No,yes,False
grater,tool,Is a grater a tool? Answer only in yes or no.,Yes,yes,True
grater,protective clothing,Is a grater a protective clothing? Answer only in yes or no.,No,yes,False
grater,kitchen tool,Is a grater a kitchen tool? Answer only in yes or no.,Yes,yes,True
grater,jewelry,Is a grater a jewelry? Answer only in yes or no.,No,yes,False
gravy,food,Is a gravy a food? Answer only in yes or no.,Yes,yes,True
gravy,hardware,Is a gravy a hardware? Answer only in yes or no.,No,yes,False
gravy,condiment,Is a gravy a condiment? Answer only in yes or no.,Yes,yes,True
gravy,candy,Is a gravy a candy? Answer only in yes or no.,No,yes,False
green_beans,food,Is a green beans a food? Answer only in yes or no.,Yes,yes,True
green_beans,outerwear,Is a green beans an outerwear? Answer only in yes or no.,No,yes,False
green_beans,vegetable,Is a green beans a vegetable? Answer only in yes or no.,Yes,yes,True
green_beans,fastener,Is a green beans a fastener? Answer only in yes or no.,No,yes,False
grenade,weapon,Is a grenade a weapon? Answer only in yes or no.,Yes,yes,True
grenade,condiment,Is a grenade a condiment? Answer only in yes or no.,No,yes,False
grille,part of car,Is a grille a part of car? Answer only in yes or no.,Yes,yes,True
grille,sports equipment,Is a grille a sports equipment? Answer only in yes or no.,No,yes,False
grinder,tool,Is a grinder a tool? Answer only in yes or no.,Yes,yes,True
grinder,body part,Is a grinder a body part? Answer only in yes or no.,No,yes,False
grinder,kitchen tool,Is a grinder a kitchen tool? Answer only in yes or no.,Yes,yes,True
grinder,footwear,Is a grinder a footwear? Answer only in yes or no.,No,yes,False
grits,food,Is a grits a food? Answer only in yes or no.,Yes,yes,True
grits,watercraft,Is a grits a watercraft? Answer only in yes or no.,No,yes,False
grits,breakfast food,Is a grits a breakfast food? Answer only in yes or no.,Yes,yes,True
grits,jewelry,Is a grits a jewelry? Answer only in yes or no.,No,yes,False
groundhog,mammal,Is a groundhog a mammal? Answer only in yes or no.,Yes,yes,True
groundhog,dessert,Is a groundhog a dessert? Answer only in yes or no.,No,yes,False
groundhog,animal,Is a groundhog an animal? Answer only in yes or no.,Yes,yes,True
groundhog,game,Is a groundhog a game? Answer only in yes or no.,No,yes,False
guinea_pig,mammal,Is a guinea pig a mammal? Answer only in yes or no.,Yes,yes,True
guinea_pig,women's clothing,Is a guinea pig a women's clothing? Answer only in yes or no.,No,yes,False
guinea_pig,animal,Is a guinea pig an animal? Answer only in yes or no.,Yes,yes,True
guinea_pig,jewelry,Is a guinea pig a jewelry? Answer only in yes or no.,No,yes,False
guitar,musical instrument,Is a guitar a musical instrument? Answer only in yes or no.,Yes,yes,True
guitar,container,Is a guitar a container? Answer only in yes or no.,No,yes,False
gum,food,Is a gum a food? Answer only in yes or no.,Yes,yes,True
gum,electronic device,Is a gum an electronic device? Answer only in yes or no.,No,yes,False
gum,candy,Is a gum a candy? Answer only in yes or no.,Yes,yes,True
gum,hardware,Is a gum a hardware? Answer only in yes or no.,No,yes,False
gumball,food,Is a gumball a food? Answer only in yes or no.,Yes,yes,True
gumball,condiment,Is a gumball a condiment? Answer only in yes or no.,No,yes,False
gumball,candy,Is a gumball a candy? Answer only in yes or no.,Yes,yes,True
gumball,watercraft,Is a gumball a watercraft? Answer only in yes or no.,No,yes,False
gumdrop,food,Is a gumdrop a food? Answer only in yes or no.,Yes,yes,True
gumdrop,construction equipment,Is a gumdrop a construction equipment? Answer only in yes or no.,No,yes,False
gumdrop,candy,Is a gumdrop a candy? Answer only in yes or no.,Yes,yes,True
gumdrop,kitchen appliance,Is a gumdrop a kitchen appliance? Answer only in yes or no.,No,yes,False
gun,weapon,Is a gun a weapon? Answer only in yes or no.,Yes,yes,True
gun,candy,Is a gun a candy? Answer only in yes or no.,No,yes,False
gurney,medical equipment,Is a gurney a medical equipment? Answer only in yes or no.,Yes,yes,True
gurney,game,Is a gurney a game? Answer only in yes or no.,No,yes,False
gyro,food,Is a gyro a food? Answer only in yes or no.,Yes,yes,True
gyro,musical instrument,Is a gyro a musical instrument? Answer only in yes or no.,No,yes,False
gyroscope,scientific equipment,Is a gyroscope a scientific equipment? Answer only in yes or no.,Yes,yes,True
gyroscope,tool,Is a gyroscope a tool? Answer only in yes or no.,No,yes,False
gyroscope,toy,Is a gyroscope a toy? Answer only in yes or no.,Yes,yes,True
gyroscope,watercraft,Is a gyroscope a watercraft? Answer only in yes or no.,No,yes,False
hair,body part,Is a hair a body part? Answer only in yes or no.,Yes,yes,True
hair,outerwear,Is a hair an outerwear? Answer only in yes or no.,No,yes,False
hairbrush,personal hygiene item,Is a hairbrush a personal hygiene item? Answer only in yes or no.,Yes,yes,True
hairbrush,vehicle,Is a hairbrush a vehicle? Answer only in yes or no.,No,yes,False
hairdryer,electronic device,Is a hairdryer an electronic device? Answer only in yes or no.,Yes,yes,True
hairdryer,mammal,Is a hairdryer a mammal? Answer only in yes or no.,No,yes,False
hairdryer,personal hygiene item,Is a hairdryer a personal hygiene item? Answer only in yes or no.,Yes,yes,True
hairdryer,outerwear,Is a hairdryer an outerwear? Answer only in yes or no.,No,yes,False
hairdryer,home appliance,Is a hairdryer a home appliance? Answer only in yes or no.,Yes,yes,True
hairdryer,clothing accessory,Is a hairdryer a clothing accessory? Answer only in yes or no.,No,yes,False
hairnet,headwear,Is a hairnet a headwear? Answer only in yes or no.,Yes,yes,True
hairnet,insect,Is a hairnet an insect? Answer only in yes or no.,No,yes,False
hairpin,jewelry,Is a hairpin a jewelry? Answer only in yes or no.,Yes,yes,True
hairpin,construction equipment,Is a hairpin a construction equipment? Answer only in yes or no.,No,yes,False
hairpin,fastener,Is a hairpin a fastener? Answer only in yes or no.,Yes,yes,True
hairpin,drink,Is a hairpin a drink? Answer only in yes or no.,No,yes,False
hairspray,personal hygiene item,Is a hairspray a personal hygiene item? Answer only in yes or no.,Yes,yes,True
hairspray,arts and crafts supply,Is a hairspray an arts and crafts supply? Answer only in yes or no.,No,yes,False
hamburger,food,Is a hamburger a food? Answer only in yes or no.,Yes,yes,True
hamburger,container,Is a hamburger a container? Answer only in yes or no.,No,yes,False
hamburger,breakfast food,Is a hamburger a breakfast food? Answer only in yes or no.,Yes,yes,True
hamburger,plant,Is a hamburger a plant? Answer only in yes or no.,No,yes,False
hammer,tool,Is a hammer a tool? Answer only in yes or no.,Yes,yes,True
hammer,home decor,Is a hammer a home decor? Answer only in yes or no.,No,yes,False
hammer,construction equipment,Is a hammer a construction equipment? Answer only in yes or no.,Yes,yes,True
hammer,jewelry,Is a hammer a jewelry? Answer only in yes or no.,No,yes,False
hammer,hardware,Is a hammer a hardware? Answer only in yes or no.,Yes,yes,True
hammer,seafood,Is a hammer a seafood? Answer only in yes or no.,No,yes,False
hammer,weapon,Is a hammer a weapon? Answer only in yes or no.,Yes,yes,True
hammer,bird,Is a hammer a bird? Answer only in yes or no.,No,yes,False
hammock,furniture,Is a hammock a furniture? Answer only in yes or no.,Yes,yes,True
hammock,food,Is a hammock a food? Answer only in yes or no.,No,yes,False
hamster,mammal,Is a hamster a mammal? Answer only in yes or no.,Yes,yes,True
hamster,farm animal,Is a hamster a farm animal? Answer only in yes or no.,No,yes,False
hamster,animal,Is a hamster an animal? Answer only in yes or no.,Yes,yes,True
hamster,lighting,Is a hamster a lighting? Answer only in yes or no.,No,yes,False
handbrake,part of car,Is a handbrake a part of car? Answer only in yes or no.,Yes,yes,True
handbrake,construction equipment,Is a handbrake a construction equipment? Answer only in yes or no.,No,yes,False
handkerchief,clothing accessory,Is a handkerchief a clothing accessory? Answer only in yes or no.,Yes,yes,True
handkerchief,drink,Is a handkerchief a drink? Answer only in yes or no.,No,yes,False
handle,hardware,Is a handle a hardware? Answer only in yes or no.,Yes,yes,True
handle,seafood,Is a handle a seafood? Answer only in yes or no.,No,yes,False
harmonica,musical instrument,Is a harmonica a musical instrument? Answer only in yes or no.,Yes,yes,True
harmonica,kitchen tool,Is a harmonica a kitchen tool? Answer only in yes or no.,No,yes,False
harp,musical instrument,Is a harp a musical instrument? Answer only in yes or no.,Yes,yes,True
harp,furniture,Is a harp a furniture? Answer only in yes or no.,No,yes,False
hat,headwear,Is a hat a headwear? Answer only in yes or no.,Yes,yes,True
hat,jewelry,Is a hat a jewelry? Answer only in yes or no.,No,yes,False
hat,clothing accessory,Is a hat a clothing accessory? Answer only in yes or no.,Yes,yes,True
hat,watercraft,Is a hat a watercraft? Answer only in yes or no.,No,yes,False
hat,clothing,Is a hat a clothing? Answer only in yes or no.,Yes,yes,True
hat,jewelry,Is a hat a jewelry? Answer only in yes or no.,No,yes,False
hatbox,container,Is a hatbox a container? Answer only in yes or no.,Yes,yes,True
hatbox,seafood,Is a hatbox a seafood? Answer only in yes or no.,No,yes,False
hatchet,garden tool,Is a hatchet a garden tool? Answer only in yes or no.,Yes,yes,True
hatchet,arts and crafts supply,Is a hatchet an arts and crafts supply? Answer only in yes or no.,No,yes,False
hawk,bird,Is a hawk a bird? Answer only in yes or no.,Yes,yes,True
hawk,vehicle,Is a hawk a vehicle? Answer only in yes or no.,No,yes,False
hawk,animal,Is a hawk an animal? Answer only in yes or no.,Yes,yes,True
hawk,home decor,Is a hawk a home decor? Answer only in yes or no.,No,yes,False
headband,headwear,Is a headband a headwear? Answer only in yes or no.,Yes,yes,True
headband,safety equipment,Is a headband a safety equipment? Answer only in yes or no.,No,yes,False
headband,clothing accessory,Is a headband a clothing accessory? Answer only in yes or no.,Yes,yes,True
headband,protective clothing,Is a headband a protective clothing? Answer only in yes or no.,No,yes,False
headband,clothing,Is a headband a clothing? Answer only in yes or no.,Yes,yes,True
headband,fastener,Is a headband a fastener? Answer only in yes or no.,No,yes,False
headdress,headwear,Is a headdress a headwear? Answer only in yes or no.,Yes,yes,True
headdress,insect,Is a headdress an insect? Answer only in yes or no.,No,yes,False
headdress,clothing accessory,Is a headdress a clothing accessory? Answer only in yes or no.,Yes,yes,True
headdress,part of car,Is a headdress a part of car? Answer only in yes or no.,No,yes,False
headdress,clothing,Is a headdress a clothing? Answer only in yes or no.,Yes,yes,True
headdress,musical instrument,Is a headdress a musical instrument? Answer only in yes or no.,No,yes,False
headlamp,lighting,Is a headlamp a lighting? Answer only in yes or no.,Yes,yes,True
headlamp,watercraft,Is a headlamp a watercraft? Answer only in yes or no.,No,yes,False
headlight,lighting,Is a headlight a lighting? Answer only in yes or no.,Yes,yes,True
headlight,hardware,Is a headlight a hardware? Answer only in yes or no.,No,yes,False
headlight,part of car,Is a headlight a part of car? Answer only in yes or no.,Yes,yes,True
headlight,dessert,Is a headlight a dessert? Answer only in yes or no.,No,yes,False
